id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
16627,12,355000.0,42,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$500,001 - $1,000,000",1 - 5 years,joint,2
16631,2,20000.0,49,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",> 20 years,joint,1
16631,2,20000.0,49,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Unknown,15 - 20 years,Married,Unknown,Unknown,15 - 20 years,Unknown,1
16637,2,35000.0,49,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",> 20 years,individual,1
16650,2,30000.0,51,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$100,001 - $250,000",10 - 15 years,joint,1
16654,5,185000.0,61,Real Estate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",> 20 years,joint,0
16654,5,185000.0,61,Real Estate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$500,001 - $1,000,000",10 - 15 years,individual,0
16655,1,10000.0,53,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,10 – 20 years,"$250,001 - $500,000",15 - 20 years,individual,1
16656,1,20000.0,50,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$500,001 - $1,000,000",1 - 5 years,joint,1
16705,1,15000.0,61,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",> 20 years,individual,1
16727,9,215000.0,52,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Unknown,10 – 20 years,"$100,001 - $250,000",15 - 20 years,joint,3
16727,9,215000.0,52,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,15 - 20 years,Unknown,Unknown,Unknown,15 - 20 years,Unknown,3
16735,6,250000.0,58,Real Estate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Unknown,1 – 5 years,"$1,000,001 - $2,500,000",> 20 years,individual,0
16735,6,250000.0,58,Real Estate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Unknown,> 20 years,Unknown,Unknown,Unknown,10 - 15 years,Unknown,0
16739,14,270000.0,34,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$100,001 - $250,000",1 - 5 years,joint,2
