id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
18080,2,90000.0,22,Education,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Single,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,1
18082,3,70000.0,70,Entrepreneur/Investor,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,10 – 20 years,"$2,500,001 - $10,000,000",15 - 20 years,joint,6
18092,2,25000.0,38,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Unknown,1 - 5 years,Unknown,Unknown,Unknown,10 - 15 years,Unknown,2
18092,2,25000.0,38,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,10 – 20 years,"$250,001 - $500,000",10 - 15 years,individual,3
18104,1,25000.0,54,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$500,001 - $1,000,000",15 - 20 years,individual,0
18166,1,20000.0,31,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$250,001 - $500,000",5 - 10 years,individual,8
18173,1,10000.0,36,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Unknown,1 – 5 years,"$250,001 - $500,000",1 - 5 years,individual,7
18173,1,10000.0,36,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,1 - 5 years,Unknown,Unknown,Unknown,1 - 5 years,Unknown,1
18177,1,15000.0,46,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",1=not experienced,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Married,< 1 year,"< $100,000",1 - 5 years,individual,5
18178,1,10000.0,38,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,< 1 year,"$100,001 - $250,000",5 - 10 years,joint,10
18188,1,10000.0,57,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,< 1 year,"$100,001 - $250,000",1 - 5 years,individual,5
18211,2,200000.0,65,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Unknown,5 – 10 years,"$1,000,001 - $2,500,000",10 - 15 years,individual,6
18211,2,200000.0,65,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Unknown,15 - 20 years,Unknown,Unknown,Unknown,15 - 20 years,Unknown,2
18211,2,200000.0,65,Corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2
18218,3,55000.0,59,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$100,001 - $250,000",> 20 years,individual,6
18247,10,395000.0,69,Retired,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Unknown,1 – 5 years,"$10,000,000 +",> 20 years,individual,6
